state,district,n_low_pct,n_med_pct,n_high_pct,p_low_pct,p_med_pct,p_high_pct,k_low_pct,k_med_pct,k_high_pct
Andaman And Nicobar Islands,Nicobars,85.9,14.0,0.1,90.5,9.5,0.0,90.9,9.1,0.0
Andaman And Nicobar Islands,North And Middle Andaman,82.1,17.9,0.0,89.8,10.1,0.1,82.7,17.3,0.0
Andaman And Nicobar Islands,South Andamans,83.8,16.2,0.0,89.3,10.6,0.1,89.2,10.7,0.1
Andhra Pradesh,Alluri Sitharama Raju,44.4,51.7,4.0,24.5,23.8,51.6,40.3,40.3,19.4
Andhra Pradesh,Anakapalli,55.1,24.9,20.0,6.0,15.7,78.3,11.8,33.7,54.5
Andhra Pradesh,Ananthapuramu,95.2,4.8,0.0,1.8,21.0,77.3,2.1,31.5,66.5
Andhra Pradesh,Annamayya,94.9,4.3,0.8,19.7,31.5,48.8,3.6,54.5,41.9
Andhra Pradesh,Bapatla,83.0,16.9,0.1,47.1,51.8,1.2,1.9,19.7,78.4
Andhra Pradesh,Chittoor,67.9,32.0,0.2,16.5,34.0,49.5,14.8,50.1,35.2
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,42.4,43.3,14.2,13.3,28.4,58.3,7.4,25.5,67.0
Andhra Pradesh,East Godavari,53.9,45.1,0.9,47.5,45.0,7.5,23.9,50.8,25.3
Andhra Pradesh,Eluru,95.0,4.9,0.1,15.1,16.2,68.7,20.7,36.1,43.2
Andhra Pradesh,Guntur,81.9,17.5,0.6,5.4,12.5,82.1,4.4,10.5,85.0
Andhra Pradesh,Kakinada,49.0,43.7,7.3,19.1,28.8,52.1,12.4,31.2,56.4
Andhra Pradesh,Krishna,35.5,61.5,3.0,29.4,32.7,37.9,7.0,9.7,83.3
Andhra Pradesh,Kurnool,27.2,70.8,2.0,10.9,73.8,15.2,1.2,20.9,78.0
Andhra Pradesh,Nandyal,49.3,44.7,6.0,5.6,50.0,44.3,0.5,20.8,78.7
Andhra Pradesh,Ntr,87.4,12.3,0.3,28.9,22.8,48.3,7.5,27.7,64.7
Andhra Pradesh,Palnadu,62.5,34.3,3.3,18.7,37.9,43.3,8.0,20.7,71.3
Andhra Pradesh,Parvathipuram Manyam,78.9,20.9,0.2,10.1,28.2,61.7,23.3,30.0,46.7
Andhra Pradesh,Prakasam,97.4,2.4,0.2,5.0,26.6,68.4,1.0,14.8,84.3
Andhra Pradesh,Sri Potti Sriramulu Nellore,98.6,1.4,0.0,16.0,19.8,64.2,33.3,46.4,20.3
Andhra Pradesh,Sri Sathya Sai,94.8,5.2,0.0,3.1,23.4,73.5,7.9,42.3,49.8
Andhra Pradesh,Srikakulam,82.2,17.6,0.2,9.2,72.2,18.6,2.2,22.5,75.3
Andhra Pradesh,Tirupati,71.0,29.0,0.1,14.7,34.0,51.3,14.6,50.0,35.4
Andhra Pradesh,Visakhapatnam,62.2,37.2,0.6,18.2,19.1,62.6,37.3,48.5,14.2
Andhra Pradesh,Vizianagaram,92.9,7.0,0.1,6.2,31.5,62.3,2.0,20.8,77.2
Andhra Pradesh,West Godavari,74.6,25.1,0.3,12.4,48.8,38.9,4.5,37.1,58.4
Andhra Pradesh,Y.S.R. Kadapa,94.3,5.6,0.1,20.9,22.5,56.6,1.8,11.9,86.3
Arunachal Pradesh,Anjaw,7.3,92.7,0.0,22.0,12.9,65.0,69.1,9.4,21.5
Arunachal Pradesh,Changlang,6.5,92.4,1.1,8.0,63.4,28.6,16.8,82.1,1.1
Arunachal Pradesh,Dibang Valley,13.5,85.9,0.6,55.1,13.1,31.8,63.9,33.4,2.7
Arunachal Pradesh,East Kameng,15.4,40.3,44.2,12.0,86.8,1.2,1.9,38.8,59.3
Arunachal Pradesh,East Siang,0.6,18.2,81.1,4.5,67.2,28.3,10.0,83.8,6.2
Arunachal Pradesh,Kamle,1.0,90.1,9.0,0.3,0.9,98.8,37.9,62.1,0.0
Arunachal Pradesh,Kra Daadi,0.3,99.6,0.1,0.1,99.9,0.1,2.5,97.4,0.1
Arunachal Pradesh,Kurung Kumey,0.7,99.2,0.0,0.8,99.0,0.2,0.8,99.1,0.1
Arunachal Pradesh,Leparada,0.1,99.8,0.0,0.2,99.7,0.2,0.6,99.3,0.0
Arunachal Pradesh,Lohit,20.4,79.5,0.1,26.0,26.3,47.7,79.9,9.9,10.2
Arunachal Pradesh,Longding,0.7,83.8,15.5,0.4,98.8,0.8,1.5,39.0,59.5
Arunachal Pradesh,Lower Dibang Valley,18.5,80.6,1.0,64.5,8.7,26.8,45.7,39.0,15.3
Arunachal Pradesh,Lower Siang,0.6,28.5,70.9,4.4,55.0,40.6,13.5,80.9,5.6
Arunachal Pradesh,Lower Subansiri,1.9,81.3,16.8,0.3,0.8,99.0,26.0,71.4,2.7
Arunachal Pradesh,Namsai,52.1,45.9,2.0,15.6,34.5,49.9,50.7,20.1,29.2
Arunachal Pradesh,Pakke Kessang,17.6,45.6,36.8,17.0,81.7,1.3,3.2,38.9,57.8
Arunachal Pradesh,Papum Pare,0.4,99.6,0.0,0.2,99.7,0.2,0.9,99.0,0.0
Arunachal Pradesh,Shi Yomi,49.4,47.5,3.2,20.2,79.5,0.2,30.2,67.7,2.1
Arunachal Pradesh,Siang,0.5,24.1,75.4,2.5,45.6,51.8,8.6,81.3,10.1
Arunachal Pradesh,Tawang,0.0,100.0,0.0,0.0,99.9,0.1,0.1,99.8,0.1
Arunachal Pradesh,Tirap,0.6,80.9,18.5,0.0,98.5,1.5,1.9,39.7,58.4
Arunachal Pradesh,Upper Siang,39.0,60.8,0.2,19.6,80.4,0.0,26.2,71.8,2.0
Arunachal Pradesh,Upper Subansiri,0.4,99.5,0.0,0.2,99.8,0.0,1.0,98.9,0.1
Arunachal Pradesh,West Kameng,35.0,57.5,7.5,12.2,60.2,27.7,38.9,55.8,5.3
Arunachal Pradesh,West Siang,0.3,96.2,3.5,0.2,98.5,1.3,1.6,97.6,0.9
Assam,Bajali,1.1,66.0,32.9,25.8,37.7,36.4,67.7,27.7,4.6
Assam,Baksa,3.7,68.9,27.4,12.8,18.5,68.7,50.0,46.9,3.0
Assam,Barpeta,0.1,71.7,28.1,0.4,13.0,86.6,26.8,68.5,4.7
Assam,Biswanath,3.1,45.1,51.7,16.8,25.7,57.6,49.2,45.2,5.6
Assam,Bongaigaon,2.1,56.7,41.2,19.5,34.6,45.8,46.2,47.6,6.2
Assam,Cachar,1.4,47.3,51.2,13.9,27.7,58.4,29.3,57.4,13.3
Assam,Charaideo,2.7,51.2,46.1,9.2,27.5,63.3,55.8,37.4,6.8
Assam,Chirang,2.0,44.3,53.7,8.6,18.5,72.9,43.4,51.5,5.1
Assam,Darrang,1.7,51.4,46.9,4.8,19.6,75.6,43.7,41.8,14.5
Assam,Dhemaji,2.2,51.2,46.6,11.1,22.0,66.9,49.9,41.2,8.9
Assam,Dhubri,0.7,74.0,25.3,12.5,21.4,66.1,37.9,57.9,4.2
Assam,Dibrugarh,2.4,56.7,40.9,13.2,31.6,55.2,39.4,51.5,9.1
Assam,Dima Hasao,1.0,23.6,75.4,4.0,24.8,71.2,14.2,67.8,18.0
Assam,Goalpara,0.3,67.9,31.8,7.6,20.4,72.0,42.8,53.0,4.2
Assam,Golaghat,0.4,74.8,24.8,3.4,29.8,66.8,16.9,73.5,9.5
Assam,Hailakandi,1.2,53.8,45.0,7.3,23.4,69.4,16.8,69.7,13.5
Assam,Hojai,2.2,64.2,33.6,16.7,27.6,55.7,37.4,54.4,8.2
Assam,Jorhat,1.1,67.8,31.1,12.1,26.9,61.0,39.0,55.4,5.6
Assam,Kamrup,3.0,34.4,62.6,14.1,29.2,56.7,28.1,62.3,9.6
Assam,Kamrup Metro,3.2,75.2,21.5,13.7,23.3,63.1,48.8,40.4,10.7
Assam,Karbi Anglong,0.9,75.1,24.0,24.3,35.1,40.6,28.2,65.8,6.0
Assam,Kokrajhar,2.0,66.8,31.3,4.5,18.5,77.0,50.6,42.8,6.7
Assam,Lakhimpur,2.5,50.5,46.9,4.8,20.2,75.0,55.9,33.8,10.3
Assam,Marigaon,3.7,42.4,53.9,9.3,13.9,76.8,45.3,40.3,14.4
Assam,Nagaon,0.8,79.1,20.1,11.7,31.6,56.7,35.2,58.0,6.8
Assam,Nalbari,3.8,40.4,55.7,12.4,24.1,63.4,33.1,55.9,11.0
Assam,Sivasagar,1.5,52.3,46.2,19.3,37.0,43.7,29.8,58.2,12.0
Assam,Sonitpur,1.3,42.6,56.0,7.8,24.7,67.4,31.2,60.4,8.4
Assam,South Salmara Mancachar,1.2,75.3,23.5,40.2,29.3,30.5,59.1,39.0,1.9
Assam,Sribhumi,1.4,56.6,42.0,12.6,28.8,58.6,20.8,63.1,16.1
Assam,Tamulpur,0.0,64.0,36.0,1.4,30.5,68.1,25.2,72.2,2.5
Assam,Tinsukia,2.3,65.5,32.1,8.6,19.0,72.4,66.3,29.7,4.0
Assam,Udalguri,1.2,67.8,31.0,3.7,11.9,84.4,32.3,60.0,7.7
Assam,West Karbi Anglong,0.3,77.6,22.1,19.1,45.7,35.2,25.1,67.1,7.8
Bihar,Araria,64.9,35.1,0.0,0.1,41.6,58.3,0.4,58.8,40.8
Bihar,Arwal,43.5,54.5,2.0,6.2,19.3,74.5,9.6,60.7,29.7
Bihar,Aurangabad,28.6,71.2,0.2,4.4,34.7,60.9,6.1,61.2,32.7
Bihar,Banka,91.6,8.4,0.0,0.6,8.5,90.9,0.9,85.9,13.2
Bihar,Begusarai,96.7,3.3,0.0,0.1,9.1,90.8,0.2,64.6,35.2
Bihar,Bhagalpur,98.7,1.3,0.0,0.0,0.4,99.6,0.4,54.3,45.3
Bihar,Bhojpur,25.3,68.3,6.4,0.5,8.1,91.4,5.0,60.7,34.4
Bihar,Buxar,91.9,8.0,0.1,0.4,6.9,92.7,1.9,77.4,20.8
Bihar,Darbhanga,62.6,37.3,0.1,0.6,34.3,65.1,1.8,70.3,28.0
Bihar,Gaya,5.0,92.5,2.6,0.4,10.2,89.4,1.1,67.4,31.5
Bihar,Gopalganj,99.6,0.4,0.0,1.7,24.8,73.5,0.6,95.8,3.6
Bihar,Jamui,48.7,50.3,1.0,9.5,69.2,21.3,21.2,63.1,15.7
Bihar,Jehanabad,7.7,90.4,1.9,0.3,16.8,82.9,3.3,59.7,37.1
Bihar,Kaimur (Bhabua),48.6,51.4,0.0,0.1,0.6,99.3,23.6,41.0,35.4
Bihar,Katihar,38.3,61.7,0.0,0.1,31.1,68.8,0.2,63.7,36.1
Bihar,Khagaria,99.9,0.0,0.1,0.8,20.9,78.3,0.5,96.4,3.1
Bihar,Kishanganj,62.5,37.2,0.4,3.0,13.9,83.1,12.6,41.8,45.6
Bihar,Lakhisarai,38.2,61.8,0.0,0.9,21.9,77.3,0.8,55.4,43.8
Bihar,Madhepura,25.1,74.4,0.5,0.0,1.3,98.7,19.2,49.2,31.6
Bihar,Madhubani,60.1,39.9,0.0,46.7,28.7,24.6,40.3,49.8,9.9
Bihar,Munger,64.6,35.4,0.0,0.6,6.2,93.3,0.3,59.0,40.7
Bihar,Muzaffarpur,99.7,0.2,0.0,0.4,5.2,94.4,3.0,81.7,15.3
Bihar,Nalanda,18.8,73.4,7.8,2.4,36.2,61.4,6.3,56.6,37.1
Bihar,Nawada,29.2,70.6,0.2,3.0,19.6,77.5,1.7,56.4,41.9
Bihar,Pashchim Champaran,97.5,2.5,0.0,0.1,32.5,67.4,2.9,96.4,0.8
Bihar,Patna,10.7,87.0,2.3,1.7,6.5,91.8,8.1,76.5,15.5
Bihar,Purbi Champaran,95.3,4.5,0.2,6.7,67.2,26.1,6.2,81.2,12.6
Bihar,Purnia,60.0,39.9,0.1,4.6,20.2,75.1,4.9,63.1,32.0
Bihar,Rohtas,5.1,94.7,0.1,0.3,1.6,98.0,2.7,80.2,17.1
Bihar,Saharsa,52.7,47.1,0.2,1.9,25.9,72.3,13.5,84.4,2.2
Bihar,Samastipur,99.2,0.8,0.0,0.2,20.0,79.8,0.6,90.4,9.0
Bihar,Saran,99.4,0.6,0.0,0.1,10.0,89.9,0.3,94.9,4.8
Bihar,Sheikhpura,99.7,0.2,0.1,0.1,2.3,97.7,0.1,72.1,27.7
Bihar,Sheohar,50.7,49.2,0.1,6.5,32.7,60.8,12.9,85.9,1.2
Bihar,Sitamarhi,71.3,28.6,0.0,0.3,16.6,83.1,3.4,84.6,12.0
Bihar,Siwan,100.0,0.0,0.0,1.9,26.6,71.5,0.6,82.5,17.0
Bihar,Supaul,50.7,49.1,0.2,5.3,8.8,85.9,8.4,79.4,12.3
Bihar,Vaishali,100.0,0.0,0.0,1.1,27.7,71.2,0.5,98.3,1.3
Chhattisgarh,Balod,60.3,39.2,0.5,18.4,59.0,22.6,2.9,16.9,80.2
Chhattisgarh,Balodabazar-Bhatapara,87.9,12.0,0.2,5.4,80.5,14.1,1.2,34.9,63.9
Chhattisgarh,Balrampur-Ramanujganj,68.0,31.9,0.0,56.6,43.3,0.1,0.2,27.3,72.5
Chhattisgarh,Bastar,81.0,18.6,0.3,21.2,69.5,9.3,14.2,66.0,19.7
Chhattisgarh,Bemetara,92.6,7.4,0.0,5.6,79.1,15.3,0.1,13.7,86.2
Chhattisgarh,Bijapur,98.4,1.5,0.1,15.1,83.4,1.5,6.7,60.7,32.6
Chhattisgarh,Bilaspur,68.9,30.6,0.5,40.4,54.9,4.7,0.7,26.0,73.2
Chhattisgarh,Dakshin Bastar Dantewada,92.3,7.4,0.3,23.2,69.6,7.2,8.3,52.0,39.7
Chhattisgarh,Dhamtari,46.7,52.8,0.5,28.4,36.9,34.6,3.2,52.1,44.7
Chhattisgarh,Durg,30.1,66.3,3.5,8.9,71.8,19.3,1.7,28.9,69.4
Chhattisgarh,Gariyaband,99.8,0.0,0.1,5.0,94.8,0.2,0.4,32.6,67.1
Chhattisgarh,Gaurela-Pendra-Marwahi,60.2,39.7,0.1,8.0,66.7,25.4,8.0,31.0,61.0
Chhattisgarh,Janjgir-Champa,88.2,11.8,0.1,2.6,71.6,25.7,0.6,77.1,22.3
Chhattisgarh,Jashpur,71.3,28.7,0.0,90.1,9.9,0.0,0.6,32.4,66.9
Chhattisgarh,Kabeerdham,41.5,58.2,0.3,1.5,88.8,9.7,1.0,11.0,88.0
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,99.2,0.7,0.1,66.9,30.1,3.0,11.6,54.3,34.1
Chhattisgarh,Kondagaon,79.7,20.1,0.2,32.5,44.0,23.6,9.7,59.1,31.2
Chhattisgarh,Korba,95.9,3.9,0.2,0.3,99.3,0.4,0.4,47.3,52.3
Chhattisgarh,Korea,88.7,11.2,0.1,7.9,86.6,5.5,14.1,58.2,27.7
Chhattisgarh,Mahasamund,94.9,5.0,0.1,4.5,95.0,0.5,0.2,52.1,47.7
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur(M C B),94.3,5.7,0.1,6.8,90.0,3.2,7.1,61.6,31.2
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,94.7,5.3,0.1,37.4,51.2,11.4,3.0,37.4,59.6
Chhattisgarh,Mungeli,41.7,57.4,0.9,21.6,77.6,0.8,0.6,26.5,72.9
Chhattisgarh,Narayanpur,91.5,8.3,0.2,34.6,64.8,0.6,3.2,90.5,6.4
Chhattisgarh,Raigarh,50.6,49.3,0.1,43.2,52.8,4.0,4.8,91.3,4.0
Chhattisgarh,Raipur,86.9,12.8,0.3,25.9,65.2,8.8,10.5,72.2,17.3
Chhattisgarh,Rajnandgaon,97.8,2.2,0.0,66.1,30.0,3.9,11.9,72.3,15.7
Chhattisgarh,Sakti,93.9,5.9,0.1,18.7,66.1,15.1,11.9,55.6,32.6
Chhattisgarh,Sarangarh-Bilaigarh,90.9,8.7,0.4,2.9,82.4,14.6,2.9,40.6,56.6
Chhattisgarh,Sukma,95.1,4.8,0.1,10.5,86.2,3.3,4.2,86.8,9.0
Chhattisgarh,Surajpur,99.7,0.2,0.0,38.6,61.4,0.0,0.4,86.6,13.0
Chhattisgarh,Surguja,99.8,0.1,0.1,0.1,99.7,0.2,1.4,89.9,8.7
Chhattisgarh,Uttar Bastar Kanker,29.7,70.2,0.1,22.8,69.1,8.1,0.7,52.7,46.6
Goa,North Goa,35.7,24.1,40.2,35.5,17.7,46.8,23.4,41.7,34.9
Goa,South Goa,24.1,69.1,6.7,62.1,19.9,18.0,28.3,35.0,36.7
Gujarat,Ahmedabad,92.3,7.7,0.0,6.8,14.1,79.1,1.4,14.7,83.9
Gujarat,Amreli,84.1,15.5,0.5,8.0,18.8,73.2,8.0,17.0,75.0
Gujarat,Anand,83.3,16.7,0.0,0.0,0.6,99.4,0.4,20.2,79.4
Gujarat,Arvalli,96.7,3.3,0.0,0.3,21.5,78.3,1.7,46.3,52.0
Gujarat,Banas Kantha,97.8,2.1,0.1,2.1,8.6,89.3,6.3,28.3,65.4
Gujarat,Bharuch,91.4,8.6,0.0,23.5,43.2,33.4,7.1,35.6,57.3
Gujarat,Bhavnagar,97.0,3.0,0.0,26.7,39.8,33.5,0.7,9.4,89.9
Gujarat,Botad,73.8,15.7,10.4,18.5,58.2,23.3,0.5,11.3,88.2
Gujarat,Chhotaudepur,72.4,27.5,0.0,39.2,40.3,20.5,8.7,34.8,56.5
Gujarat,Dahod,82.2,17.8,0.0,8.8,23.6,67.5,10.7,52.7,36.6
Gujarat,Dangs,56.8,43.2,0.0,24.2,21.7,54.2,11.9,51.7,36.4
Gujarat,Devbhumi Dwarka,40.9,59.0,0.1,0.4,12.9,86.7,4.2,75.9,19.9
Gujarat,Gandhinagar,97.1,2.9,0.0,0.1,1.1,98.8,0.4,17.0,82.6
Gujarat,Gir Somnath,56.9,42.9,0.2,7.3,71.1,21.6,22.4,62.8,14.8
Gujarat,Jamnagar,55.2,44.3,0.6,1.0,26.0,73.0,6.3,56.5,37.3
Gujarat,Junagadh,80.6,19.3,0.1,6.9,21.8,71.3,7.9,28.9,63.2
Gujarat,Kachchh,76.7,20.6,2.7,10.3,30.1,59.7,1.7,25.6,72.7
Gujarat,Kheda,92.7,7.2,0.0,0.0,17.0,82.9,0.0,38.3,61.7
Gujarat,Mahesana,96.4,3.6,0.0,10.0,31.0,59.0,11.4,48.3,40.2
Gujarat,Mahisagar,82.2,17.8,0.0,0.8,47.4,51.8,0.5,23.6,75.9
Gujarat,Morbi,54.6,45.4,0.0,0.0,10.9,89.1,5.8,34.6,59.6
Gujarat,Narmada,59.6,40.3,0.0,23.0,8.1,68.9,14.9,27.9,57.2
Gujarat,Navsari,82.0,18.0,0.0,0.0,3.4,96.5,0.1,17.6,82.3
Gujarat,Panch Mahals,61.7,38.3,0.0,16.3,42.7,40.9,5.6,63.2,31.2
Gujarat,Patan,98.3,1.7,0.0,1.7,25.9,72.4,0.4,12.6,87.0
Gujarat,Porbandar,89.4,10.5,0.0,13.7,25.8,60.5,1.4,6.8,91.7
Gujarat,Rajkot,79.1,20.4,0.5,0.0,2.0,98.0,0.4,14.7,84.9
Gujarat,Sabar Kantha,99.8,0.2,0.0,0.1,10.4,89.6,1.2,51.6,47.2
Gujarat,Surat,81.5,18.5,0.0,1.8,11.7,86.5,0.1,44.2,55.7
Gujarat,Surendranagar,69.8,23.8,6.4,5.7,37.0,57.3,2.7,37.0,60.3
Gujarat,Tapi,85.0,15.0,0.0,1.4,16.0,82.5,1.6,34.0,64.4
Gujarat,Vadodara,76.6,23.3,0.1,8.6,38.8,52.7,8.0,28.4,63.6
Gujarat,Valsad,61.3,38.7,0.0,1.8,16.4,81.8,2.5,52.0,45.6
Haryana,Ambala,100.0,0.0,0.0,8.6,42.9,48.5,36.2,53.3,10.5
Haryana,Bhiwani,100.0,0.0,0.0,15.1,48.7,36.2,14.9,76.7,8.4
Haryana,Charkhi Dadri,,,,2.5,67.1,30.4,4.5,84.7,10.8
Haryana,Faridabad,100.0,0.0,0.0,32.0,68.0,0.0,0.0,26.3,73.7
Haryana,Fatehabad,100.0,0.0,0.0,0.1,22.7,77.2,4.3,38.1,57.7
Haryana,Gurugram,100.0,0.0,0.0,66.9,30.8,2.2,7.0,88.1,4.9
Haryana,Hisar,100.0,0.0,0.0,6.0,27.9,66.0,40.1,41.8,18.2
Haryana,Jhajjar,100.0,0.0,0.0,8.9,30.2,60.9,20.5,60.2,19.3
Haryana,Jind,,,,13.6,86.3,0.1,0.2,20.9,78.9
Haryana,Kaithal,100.0,0.0,0.0,4.9,26.8,68.3,38.1,30.2,31.7
Haryana,Karnal,100.0,0.0,0.0,39.4,0.4,60.2,0.5,22.9,76.6
Haryana,Kurukshetra,81.2,18.6,0.1,6.0,24.3,69.7,5.7,50.7,43.6
Haryana,Mahendragarh,99.9,0.1,0.0,21.4,57.9,20.7,55.2,38.2,6.6
Haryana,Nuh,100.0,0.0,0.0,10.9,19.7,69.4,20.5,55.2,24.3
Haryana,Palwal,,,,0.7,27.7,71.6,6.6,29.6,63.8
Haryana,Panchkula,100.0,0.0,0.0,7.7,42.2,50.1,22.7,48.4,28.9
Haryana,Panipat,100.0,0.0,0.0,10.5,41.0,48.5,16.4,70.8,12.8
Haryana,Rewari,,,,8.8,42.9,48.2,58.7,36.3,4.9
Haryana,Rohtak,100.0,0.0,0.0,11.9,16.6,71.5,27.4,46.1,26.6
Haryana,Sirsa,91.0,8.5,0.5,38.2,36.3,25.5,18.8,36.0,45.2
Haryana,Sonipat,100.0,0.0,0.0,47.9,20.5,31.7,11.2,65.8,23.0
Haryana,Yamunanagar,100.0,0.0,0.0,20.9,23.0,56.2,68.2,24.6,7.2
Himachal Pradesh,Bilaspur,8.5,91.5,0.0,13.6,84.9,1.5,8.2,91.6,0.1
Himachal Pradesh,Chamba,13.2,86.7,0.0,20.1,79.9,0.0,33.0,67.0,0.0
Himachal Pradesh,Hamirpur,8.8,83.0,8.2,3.4,79.1,17.5,3.0,84.9,12.0
Himachal Pradesh,Kangra,45.8,54.1,0.1,3.9,69.3,26.8,3.1,33.2,63.7
Himachal Pradesh,Kinnaur,91.5,8.5,0.0,2.6,24.5,72.9,0.2,4.5,95.4
Himachal Pradesh,Kullu,99.4,0.6,0.0,4.8,22.7,72.5,14.0,37.0,49.1
Himachal Pradesh,Lahaul And Spiti,99.8,0.2,0.0,0.5,16.1,83.4,4.9,36.7,58.5
Himachal Pradesh,Mandi,95.8,4.0,0.2,30.1,45.5,24.4,13.2,42.6,44.1
Himachal Pradesh,Shimla,99.9,0.0,0.1,16.5,41.6,41.9,3.5,26.2,70.3
Himachal Pradesh,Sirmaur,31.0,66.3,2.7,3.6,71.6,24.8,5.7,26.2,68.1
Himachal Pradesh,Solan,100.0,0.0,0.0,17.0,38.6,44.4,13.7,58.2,28.1
Himachal Pradesh,Una,26.1,71.2,2.6,15.1,84.8,0.1,32.1,67.9,0.0
Jammu And Kashmir,Anantnag,8.3,65.6,26.1,7.5,64.7,27.8,7.3,53.5,39.2
Jammu And Kashmir,Bandipora,65.1,27.7,7.2,0.4,40.7,59.0,1.8,58.1,40.1
Jammu And Kashmir,Baramulla,31.5,65.1,3.4,3.7,26.4,69.9,4.4,61.9,33.8
Jammu And Kashmir,Budgam,36.8,60.8,2.4,0.6,27.9,71.5,1.7,84.9,13.5
Jammu And Kashmir,Doda,12.7,83.5,3.9,10.7,84.5,4.7,6.3,83.7,10.1
Jammu And Kashmir,Ganderbal,3.3,73.3,23.4,1.5,38.1,60.3,4.4,43.2,52.4
Jammu And Kashmir,Jammu,38.7,59.3,2.1,0.6,97.3,2.1,1.6,75.5,22.9
Jammu And Kashmir,Kathua,7.8,73.3,19.0,1.4,20.9,77.7,3.0,96.3,0.7
Jammu And Kashmir,Kishtwar,4.1,93.2,2.7,0.2,93.1,6.7,0.7,92.5,6.7
Jammu And Kashmir,Kulgam,63.3,36.0,0.8,0.3,11.0,88.7,19.7,73.9,6.4
Jammu And Kashmir,Kupwara,14.2,82.1,3.7,0.1,10.6,89.3,2.4,91.7,5.9
Jammu And Kashmir,Poonch,0.4,17.5,82.2,3.8,44.4,51.8,3.4,24.5,72.2
Jammu And Kashmir,Pulwama,14.2,78.3,7.5,0.8,57.6,41.6,2.8,64.0,33.2
Jammu And Kashmir,Rajouri,0.2,28.1,71.7,6.5,88.0,5.5,0.1,95.8,4.1
Jammu And Kashmir,Ramban,4.1,66.7,29.2,9.3,85.7,5.0,8.2,77.2,14.6
Jammu And Kashmir,Reasi,3.1,15.2,81.7,39.9,46.8,13.4,55.0,35.6,9.5
Jammu And Kashmir,Samba,67.6,32.2,0.2,8.1,76.5,15.4,1.0,98.6,0.4
Jammu And Kashmir,Shopian,36.3,63.3,0.4,1.6,90.9,7.4,19.0,66.0,15.1
Jammu And Kashmir,Srinagar,20.5,67.3,12.2,0.6,11.4,88.0,2.0,36.0,62.0
Jammu And Kashmir,Udhampur,11.3,54.0,34.7,13.9,62.8,23.3,41.9,52.1,6.1
Jharkhand,Bokaro,66.6,32.5,0.9,5.7,48.6,45.7,8.1,85.4,6.4
Jharkhand,Chatra,45.0,54.8,0.2,4.1,62.1,33.8,7.1,61.4,31.5
Jharkhand,Deoghar,33.2,66.4,0.4,3.0,80.7,16.3,5.4,87.1,7.5
Jharkhand,Dhanbad,62.2,37.3,0.5,3.5,83.8,12.7,7.2,86.0,6.9
Jharkhand,Dumka,65.2,34.6,0.3,34.2,59.0,6.8,42.3,56.8,0.9
Jharkhand,East Singhbum,51.6,48.0,0.4,3.3,64.2,32.5,7.6,87.3,5.0
Jharkhand,Garhwa,75.6,24.3,0.1,3.6,81.2,15.2,18.1,80.7,1.2
Jharkhand,Giridih,61.4,38.3,0.3,10.7,64.7,24.6,22.1,72.3,5.6
Jharkhand,Godda,63.5,35.8,0.8,3.0,25.5,71.5,23.1,66.5,10.4
