state,district,n_low_pct,n_med_pct,n_high_pct,p_low_pct,p_med_pct,p_high_pct,k_low_pct,k_med_pct,k_high_pct
Rajasthan,Tonk,74.8,25.2,0.0,0.1,5.3,94.6,1.1,14.8,84.1
Rajasthan,Udaipur,100.0,0.0,0.0,1.4,55.8,42.8,27.6,68.7,3.7
Sikkim,Gangtok,19.2,72.3,8.6,0.1,29.0,70.8,0.7,80.3,19.0
Sikkim,Gyalshing,21.9,77.0,1.1,0.4,48.7,50.8,14.8,76.6,8.6
Sikkim,Mangan,27.0,72.3,0.7,1.1,18.4,80.5,6.9,82.0,11.2
Sikkim,Namchi,53.0,46.9,0.1,5.2,17.1,77.7,5.1,25.2,69.8
Sikkim,Pakyong,15.1,73.2,11.6,0.2,30.2,69.6,3.7,80.2,16.0
Sikkim,Soreng,43.1,55.6,1.3,5.6,18.1,76.3,20.8,53.9,25.3
Tamil Nadu,Ariyalur,99.9,0.0,0.1,0.6,96.7,2.7,0.5,99.5,0.0
Tamil Nadu,Chengalpattu,98.5,1.4,0.0,44.2,25.5,30.4,54.9,36.7,8.4
Tamil Nadu,Coimbatore,99.3,0.6,0.0,21.6,63.6,14.8,0.2,6.1,93.8
Tamil Nadu,Cuddalore,99.9,0.1,0.0,6.1,38.4,55.5,9.4,61.6,29.0
Tamil Nadu,Dharmapuri,99.8,0.1,0.0,14.6,38.2,47.2,5.1,52.2,42.6
Tamil Nadu,Dindigul,98.3,1.6,0.1,43.4,43.4,13.2,0.9,26.4,72.7
Tamil Nadu,Erode,99.7,0.3,0.0,21.1,78.0,0.9,0.3,17.0,82.7
Tamil Nadu,Kallakurichi,99.5,0.5,0.1,14.6,41.1,44.3,3.1,32.7,64.2
Tamil Nadu,Kancheepuram,99.8,0.2,0.0,13.8,57.9,28.3,3.0,79.8,17.2
Tamil Nadu,Kanniyakumari,94.6,5.3,0.1,5.2,13.3,81.6,27.6,42.6,29.9
Tamil Nadu,Karur,99.8,0.1,0.0,31.3,38.0,30.7,4.8,37.2,57.9
Tamil Nadu,Krishnagiri,100.0,0.0,0.0,25.4,26.1,48.4,26.7,47.1,26.2
Tamil Nadu,Madurai,99.8,0.1,0.1,10.4,54.1,35.5,2.8,29.8,67.4
Tamil Nadu,Mayiladuthurai,99.3,0.7,0.0,16.1,36.7,47.2,5.7,43.3,51.0
Tamil Nadu,Nagapattinam,99.9,0.1,0.1,23.9,35.2,40.9,11.2,66.8,22.0
Tamil Nadu,Namakkal,99.6,0.4,0.0,21.9,30.3,47.7,3.4,20.0,76.6
Tamil Nadu,Perambalur,99.9,0.0,0.0,33.1,65.2,1.7,4.2,41.5,54.3
Tamil Nadu,Pudukkottai,99.6,0.3,0.1,14.0,77.7,8.3,18.7,63.6,17.7
Tamil Nadu,Ramanathapuram,99.9,0.0,0.1,13.0,69.6,17.4,0.7,10.4,88.9
Tamil Nadu,Ranipet,99.7,0.1,0.2,3.3,49.2,47.4,28.1,67.7,4.3
Tamil Nadu,Salem,99.6,0.3,0.1,25.1,46.6,28.2,2.9,37.2,59.9
Tamil Nadu,Sivaganga,99.6,0.4,0.0,33.2,41.2,25.6,3.1,46.6,50.3
Tamil Nadu,Tenkasi,99.9,0.1,0.1,2.6,13.6,83.8,1.8,12.7,85.4
Tamil Nadu,Thanjavur,99.4,0.5,0.0,35.8,28.4,35.8,14.6,48.6,36.8
Tamil Nadu,The Nilgiris,72.9,26.5,0.5,1.9,16.4,81.7,8.5,26.4,65.1
Tamil Nadu,Theni,99.7,0.1,0.2,8.6,53.3,38.1,3.1,30.3,66.6
Tamil Nadu,Thiruvallur,99.9,0.1,0.0,12.6,25.8,61.6,32.8,57.8,9.5
Tamil Nadu,Thiruvarur,99.9,0.1,0.0,13.4,26.7,59.9,16.7,27.6,55.6
Tamil Nadu,Thoothukkudi,100.0,0.0,0.0,17.5,64.3,18.2,5.8,8.6,85.6
Tamil Nadu,Tiruchirappalli,99.5,0.5,0.0,33.2,15.7,51.1,0.9,31.0,68.2
Tamil Nadu,Tirunelveli,92.1,7.7,0.1,25.9,31.5,42.6,10.9,31.4,57.7
Tamil Nadu,Tirupathur,99.7,0.3,0.0,6.6,30.9,62.5,23.7,46.2,30.0
Tamil Nadu,Tiruppur,97.8,2.1,0.1,17.1,80.1,2.7,0.6,9.5,89.9
Tamil Nadu,Tiruvannamalai,98.3,1.6,0.1,17.6,51.4,31.0,19.4,67.8,12.7
Tamil Nadu,Vellore,99.8,0.1,0.1,48.2,36.9,14.9,16.8,44.6,38.5
Tamil Nadu,Viluppuram,99.8,0.0,0.1,11.5,34.0,54.5,10.0,69.5,20.5
Tamil Nadu,Virudhunagar,99.7,0.2,0.1,57.3,26.5,16.3,8.8,26.8,64.4
Telangana,Adilabad,48.5,37.5,14.0,0.9,11.1,88.0,10.3,25.5,64.2
Telangana,Bhadradri Kothagudem,95.9,4.1,0.0,5.8,8.1,86.1,14.2,44.6,41.2
Telangana,Hanumakonda,64.5,28.3,7.2,0.4,9.5,90.1,0.7,16.4,82.9
Telangana,Jagitial,66.0,30.7,3.3,6.0,13.5,80.5,34.9,54.9,10.1
Telangana,Jangoan,96.0,4.0,0.0,1.4,5.5,93.2,4.9,29.9,65.2
Telangana,Jayashankar Bhupalapally,89.6,9.7,0.7,0.6,8.9,90.6,0.9,26.1,73.0
Telangana,Jogulamba Gadwal,91.1,8.9,0.0,0.0,0.2,99.8,7.7,78.8,13.6
Telangana,Kamareddy,86.3,7.3,6.4,4.6,11.5,83.9,22.8,40.2,36.9
Telangana,Karimnagar,100.0,0.0,0.0,0.0,1.0,99.0,0.5,31.9,67.6
Telangana,Khammam,90.6,9.4,0.0,0.2,5.0,94.8,1.9,20.4,77.7
Telangana,Kumuram Bheem Asifabad,31.7,67.3,0.9,0.4,15.1,84.5,24.1,34.6,41.3
Telangana,Mahabubabad,87.9,11.1,1.0,1.2,3.6,95.3,4.0,40.6,55.4
Telangana,Mahabubnagar,89.2,10.8,0.0,0.0,2.5,97.5,1.4,90.8,7.9
Telangana,Mancherial,31.0,69.0,0.0,0.0,21.4,78.6,9.1,39.6,51.2
Telangana,Medak,99.6,0.4,0.0,4.3,6.7,89.0,1.6,23.2,75.3
Telangana,Medchal Malkajgiri,14.4,28.9,56.8,11.7,12.4,75.9,7.6,16.6,75.8
Telangana,Mulugu,89.7,9.9,0.4,0.0,1.3,98.7,7.4,47.9,44.7
Telangana,Nagarkurnool,94.7,5.3,0.0,0.0,0.3,99.7,1.5,62.9,35.6
Telangana,Nalgonda,71.7,28.1,0.1,0.4,9.2,90.4,33.8,41.3,24.8
Telangana,Narayanpet,99.2,0.7,0.1,2.3,14.0,83.7,5.0,23.0,72.1
Telangana,Nirmal,97.7,1.8,0.5,0.3,45.3,54.3,39.1,59.1,1.9
Telangana,Nizamabad,94.2,4.5,1.3,1.8,2.5,95.7,9.1,45.7,45.2
Telangana,Peddapalli,100.0,0.0,0.0,0.0,2.3,97.6,0.9,52.9,46.2
Telangana,Rajanna Sircilla,99.8,0.2,0.0,0.0,2.5,97.5,0.8,44.3,54.9
Telangana,Ranga Reddy,73.0,26.9,0.1,4.1,33.7,62.2,31.2,56.7,12.1
Telangana,Sangareddy,99.5,0.5,0.1,26.1,11.6,62.3,3.2,25.1,71.7
Telangana,Siddipet,98.6,1.2,0.2,7.8,18.5,73.7,1.7,22.3,76.0
Telangana,Suryapet,57.2,42.7,0.1,0.4,8.1,91.5,42.5,44.1,13.4
Telangana,Vikarabad,99.7,0.3,0.1,0.9,2.8,96.3,3.8,23.6,72.6
Telangana,Wanaparthy,82.3,17.7,0.0,0.0,0.3,99.7,10.6,69.6,19.8
Telangana,Warangal,86.3,11.5,2.2,0.3,9.8,89.9,5.0,21.7,73.3
Telangana,Yadadri Bhuvanagiri,75.1,24.9,0.0,0.1,6.5,93.4,68.2,27.8,4.0
Tripura,Dhalai,81.7,18.3,0.0,0.2,27.6,72.2,7.8,92.1,0.1
Tripura,Gomati,68.8,31.1,0.0,0.7,87.3,12.0,13.6,83.9,2.5
Tripura,Khowai,59.9,39.9,0.1,0.3,83.4,16.3,3.6,96.2,0.1
Tripura,North Tripura,12.0,88.0,0.0,0.2,96.9,2.9,3.7,95.3,1.0
Tripura,Sepahijala,72.5,27.4,0.1,1.5,81.9,16.6,10.5,89.5,0.0
Tripura,South Tripura,69.0,30.9,0.1,0.4,76.3,23.3,7.5,92.4,0.1
Tripura,Unakoti,10.5,89.5,0.0,1.1,97.3,1.6,3.3,96.2,0.5
Tripura,West Tripura,59.3,40.6,0.1,1.3,90.1,8.6,5.1,94.6,0.3
Uttar Pradesh,Agra,99.7,0.1,0.1,6.3,77.0,16.8,1.0,54.8,44.3
Uttar Pradesh,Aligarh,85.4,14.5,0.0,64.5,35.2,0.3,81.3,17.2,1.5
Uttar Pradesh,Ambedkar Nagar,99.8,0.0,0.2,43.0,53.2,3.8,7.1,92.6,0.3
Uttar Pradesh,Amethi,98.4,1.1,0.5,35.1,53.6,11.3,24.2,71.8,4.0
Uttar Pradesh,Amroha,99.8,0.0,0.2,21.8,66.8,11.4,10.3,89.5,0.2
Uttar Pradesh,Auraiya,99.4,0.0,0.5,0.5,71.3,28.2,1.8,97.5,0.6
Uttar Pradesh,Ayodhya,97.8,2.1,0.1,44.7,49.3,5.9,22.3,77.2,0.5
Uttar Pradesh,Azamgarh,99.9,0.0,0.0,25.2,51.0,23.8,3.0,96.0,1.0
Uttar Pradesh,Baghpat,94.6,5.3,0.1,37.4,45.8,16.8,8.1,90.7,1.3
Uttar Pradesh,Bahraich,100.0,0.0,0.0,8.5,91.2,0.3,8.1,91.9,0.1
Uttar Pradesh,Ballia,96.0,3.8,0.1,14.1,43.2,42.7,5.8,94.1,0.1
Uttar Pradesh,Balrampur,99.8,0.1,0.1,22.1,62.0,15.9,19.2,80.5,0.2
Uttar Pradesh,Banda,99.9,0.0,0.1,4.5,52.5,43.0,10.4,89.3,0.3
Uttar Pradesh,Bara Banki,95.7,4.2,0.1,26.0,60.5,13.5,14.9,83.0,2.0
Uttar Pradesh,Bareilly,99.8,0.0,0.2,44.1,53.5,2.4,8.6,91.2,0.2
Uttar Pradesh,Basti,99.9,0.1,0.1,0.7,68.2,31.2,21.5,77.9,0.6
Uttar Pradesh,Bhadohi,100.0,0.0,0.0,51.5,48.4,0.2,0.0,85.8,14.2
Uttar Pradesh,Bijnor,99.7,0.0,0.3,32.4,57.4,10.2,4.4,93.6,1.9
Uttar Pradesh,Budaun,100.0,0.0,0.0,24.1,75.6,0.3,27.8,72.0,0.2
Uttar Pradesh,Bulandshahr,92.8,7.2,0.0,19.7,48.9,31.5,0.9,98.6,0.5
Uttar Pradesh,Chandauli,99.8,0.0,0.1,67.4,31.9,0.8,7.5,91.0,1.5
Uttar Pradesh,Chitrakoot,99.9,0.0,0.1,30.8,59.7,9.5,9.8,61.4,28.7
Uttar Pradesh,Deoria,99.7,0.0,0.3,24.1,72.8,3.0,6.8,92.7,0.5
Uttar Pradesh,Etah,89.3,10.7,0.0,7.1,84.2,8.7,8.4,76.9,14.7
Uttar Pradesh,Etawah,66.2,33.2,0.6,9.7,59.1,31.2,0.2,95.5,4.3
Uttar Pradesh,Farrukhabad,100.0,0.0,0.0,13.9,67.5,18.6,2.8,93.1,4.0
Uttar Pradesh,Fatehpur,100.0,0.0,0.0,0.3,55.0,44.7,0.0,91.9,8.0
Uttar Pradesh,Firozabad,99.8,0.0,0.2,14.2,61.2,24.6,12.5,61.6,25.9
Uttar Pradesh,Gautam Buddha Nagar,83.0,17.0,0.0,40.0,48.6,11.3,3.4,88.1,8.5
Uttar Pradesh,Ghaziabad,74.3,25.6,0.1,28.3,62.8,8.9,5.7,92.7,1.5
Uttar Pradesh,Ghazipur,99.9,0.0,0.1,43.9,51.6,4.5,23.4,60.5,16.1
Uttar Pradesh,Gonda,99.9,0.0,0.1,20.6,73.2,6.2,29.1,70.8,0.1
Uttar Pradesh,Gorakhpur,99.7,0.0,0.2,34.7,64.5,0.8,12.9,86.6,0.5
Uttar Pradesh,Hamirpur,100.0,0.0,0.0,9.5,70.0,20.5,5.6,93.6,0.9
Uttar Pradesh,Hapur,85.3,14.7,0.0,16.2,66.6,17.1,7.1,87.2,5.8
Uttar Pradesh,Hardoi,99.9,0.0,0.1,0.2,30.5,69.3,2.5,97.4,0.1
Uttar Pradesh,Hathras,99.3,0.6,0.1,2.5,97.3,0.2,2.0,91.3,6.6
Uttar Pradesh,Jalaun,99.8,0.1,0.0,5.3,94.6,0.1,0.5,3.1,96.4
Uttar Pradesh,Jaunpur,99.7,0.0,0.2,36.2,52.8,11.0,8.0,91.1,1.0
Uttar Pradesh,Jhansi,99.4,0.5,0.0,47.9,49.3,2.8,0.6,39.0,60.4
Uttar Pradesh,Kannauj,100.0,0.0,0.0,6.8,88.3,5.0,6.2,93.8,0.0
Uttar Pradesh,Kanpur Dehat,99.9,0.0,0.1,15.8,82.4,1.8,3.9,94.4,1.7
Uttar Pradesh,Kanpur Nagar,100.0,0.0,0.0,9.5,89.3,1.2,11.7,86.5,1.8
Uttar Pradesh,Kasganj,94.2,5.6,0.2,13.2,86.3,0.5,1.3,98.4,0.3
Uttar Pradesh,Kaushambi,100.0,0.0,0.0,3.7,96.3,0.1,0.1,38.9,61.1
Uttar Pradesh,Kheri,99.8,0.0,0.2,13.3,77.8,8.9,1.4,98.4,0.3
Uttar Pradesh,Kushinagar,99.7,0.1,0.3,24.8,55.6,19.6,12.0,87.7,0.3
Uttar Pradesh,Lalitpur,89.8,10.2,0.0,44.5,46.5,9.0,0.6,35.4,64.1
Uttar Pradesh,Lucknow,94.4,5.5,0.1,26.7,63.3,9.9,8.3,46.7,45.0
Uttar Pradesh,Mahoba,100.0,0.0,0.0,6.9,66.0,27.0,7.5,54.3,38.2
Uttar Pradesh,Mahrajganj,99.8,0.0,0.2,42.7,56.5,0.8,12.6,86.4,1.0
Uttar Pradesh,Mainpuri,99.7,0.1,0.2,13.3,47.8,38.9,10.1,34.6,55.2
Uttar Pradesh,Mathura,99.9,0.0,0.1,10.7,39.6,49.7,7.0,84.0,9.0
Uttar Pradesh,Mau,99.9,0.1,0.1,11.3,65.1,23.6,0.7,99.2,0.1
Uttar Pradesh,Meerut,80.6,19.3,0.1,18.9,78.9,2.1,2.9,87.6,9.5
Uttar Pradesh,Mirzapur,100.0,0.0,0.0,35.9,61.9,2.3,0.8,76.8,22.4
Uttar Pradesh,Moradabad,99.8,0.0,0.2,9.6,58.1,32.3,20.8,78.1,1.0
Uttar Pradesh,Muzaffarnagar,99.8,0.0,0.2,3.8,61.7,34.5,34.8,65.1,0.1
Uttar Pradesh,Pilibhit,100.0,0.0,0.0,26.5,63.6,10.0,22.7,72.6,4.8
Uttar Pradesh,Pratapgarh,99.8,0.0,0.1,1.9,70.3,27.8,1.7,97.6,0.6
Uttar Pradesh,Prayagraj,99.9,0.0,0.1,4.3,70.4,25.4,0.6,31.0,68.4
Uttar Pradesh,Rae Bareli,99.7,0.0,0.3,61.4,36.6,2.0,11.9,71.6,16.5
Uttar Pradesh,Rampur,100.0,0.0,0.0,13.2,52.6,34.3,13.6,85.9,0.5
Uttar Pradesh,Saharanpur,99.9,0.0,0.1,13.0,75.0,12.0,19.4,80.3,0.3
Uttar Pradesh,Sambhal,99.8,0.0,0.1,15.9,75.5,8.7,6.3,83.2,10.5
Uttar Pradesh,Sant Kabir Nagar,99.8,0.2,0.0,21.6,47.0,31.3,9.7,90.2,0.1
Uttar Pradesh,Shahjahanpur,100.0,0.0,0.0,31.9,66.4,1.7,1.8,98.1,0.1
Uttar Pradesh,Shamli,100.0,0.0,0.0,20.5,53.4,26.0,27.0,72.9,0.1
Uttar Pradesh,Shrawasti,99.9,0.0,0.1,20.6,78.2,1.3,19.0,80.9,0.0
Uttar Pradesh,Siddharthnagar,99.8,0.1,0.1,42.4,43.1,14.5,0.5,99.3,0.1
Uttar Pradesh,Sitapur,99.8,0.0,0.1,17.7,80.8,1.4,5.0,94.8,0.2
Uttar Pradesh,Sonbhadra,99.9,0.1,0.1,12.7,77.5,9.8,0.4,98.2,1.4
Uttar Pradesh,Sultanpur,99.5,0.1,0.4,23.1,45.2,31.7,9.1,90.3,0.6
Uttar Pradesh,Unnao,99.9,0.0,0.1,3.9,94.5,1.6,1.5,39.5,59.0
Uttar Pradesh,Varanasi,100.0,0.0,0.0,39.8,53.6,6.6,1.1,97.4,1.5
Uttarakhand,Almora,91.4,8.5,0.1,22.3,27.1,50.6,15.6,23.6,60.8
Uttarakhand,Bageshwar,83.8,16.2,0.1,17.6,57.8,24.5,10.3,44.9,44.8
Uttarakhand,Chamoli,97.1,2.9,0.0,7.2,27.9,64.9,5.9,73.7,20.4
Uttarakhand,Champawat,95.0,5.0,0.0,8.2,37.5,54.3,0.8,54.0,45.2
Uttarakhand,Dehradun,78.9,20.1,1.0,8.2,27.7,64.1,22.9,63.6,13.5
Uttarakhand,Haridwar,96.1,3.9,0.0,15.9,54.5,29.7,14.7,58.0,27.2
Uttarakhand,Nainital,87.0,12.5,0.5,16.2,60.6,23.2,8.6,59.7,31.7
Uttarakhand,Pauri Garhwal,88.0,11.7,0.3,45.2,21.0,33.8,45.8,33.0,21.2
Uttarakhand,Pithoragarh,98.7,1.3,0.0,31.2,66.0,2.9,20.7,53.9,25.4
Uttarakhand,Rudraprayag,100.0,0.0,0.0,0.9,86.2,13.0,1.5,43.6,55.0
Uttarakhand,Tehri Garhwal,100.0,0.0,0.0,7.9,29.7,62.5,3.8,49.8,46.4
Uttarakhand,Udham Singh Nagar,95.6,4.3,0.0,13.1,48.7,38.2,46.9,45.7,7.4
Uttarakhand,Uttarkashi,99.8,0.0,0.2,18.6,63.1,18.4,18.6,64.8,16.6
West Bengal,Alipurduar,59.1,40.8,0.0,6.6,17.0,76.4,56.7,31.4,11.9
West Bengal,Bankura,11.2,87.8,1.0,8.5,35.0,56.5,15.9,48.6,35.6
West Bengal,Birbhum,51.2,48.8,0.0,0.1,37.5,62.3,2.7,86.1,11.1
West Bengal,Cooch Behar,57.2,42.8,0.0,6.1,15.4,78.5,46.1,35.0,18.9
West Bengal,Dakshin Dinajpur,33.5,65.1,1.4,16.1,18.1,65.8,10.7,58.5,30.8
West Bengal,Darjeeling,9.8,88.1,2.1,35.7,24.2,40.1,11.2,78.9,10.0
West Bengal,Hooghly,23.2,75.2,1.6,0.1,2.2,97.8,3.2,27.6,69.3
West Bengal,Howrah,3.3,96.7,0.0,0.0,0.1,99.9,4.2,34.3,61.5
West Bengal,Jalpaiguri,11.3,87.3,1.3,66.2,33.2,0.6,16.4,68.9,14.7
West Bengal,Jhargram,14.3,62.3,23.3,0.0,10.5,89.4,6.7,70.1,23.2
West Bengal,Kalimpong,2.2,97.5,0.3,0.6,6.1,93.3,10.2,89.7,0.1
West Bengal,Malda,94.2,5.7,0.1,4.1,17.3,78.6,99.7,0.1,0.2
West Bengal,Murshidabad,51.3,42.1,6.7,0.1,11.4,88.5,4.6,89.3,6.1
West Bengal,Nadia,80.7,19.0,0.3,0.5,41.6,57.9,7.4,59.1,33.6
West Bengal,North 24 Parganas,24.4,73.2,2.4,2.0,9.0,89.0,10.0,54.5,35.5
West Bengal,Paschim Bardhaman,55.3,44.7,0.0,12.9,39.8,47.3,26.7,46.1,27.1
West Bengal,Paschim Medinipur,48.8,38.6,12.5,20.7,36.0,43.4,10.0,45.3,44.6
West Bengal,Purba Bardhaman,52.2,47.5,0.3,0.6,9.3,90.2,11.5,50.6,37.8
West Bengal,Purba Medinipur,7.1,86.4,6.4,1.9,34.3,63.8,6.4,70.6,23.0
West Bengal,Purulia,48.0,51.0,1.0,0.3,17.5,82.2,0.2,66.3,33.5
West Bengal,South 24 Parganas,27.2,70.5,2.4,14.0,20.8,65.2,3.3,32.6,64.2
West Bengal,Uttar Dinajpur,42.0,55.7,2.3,4.7,25.3,70.0,12.1,66.5,21.3
